fixed acidity	volatile acidity	citric acid	residual sugar	alcohol	quality	total	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates
6.9	0.4	0.56	11.2	8.7	5	214.4005	0.043	40.0	142.0	0.9975	3.14	0.46
5.8	0.24	0.44	3.5	11.7	3	140.66029999999998	0.028999999999999998	5.0	109.0	0.9913	3.53	0.43
5.8	0.24	0.39	1.5	9.3	6	217.00720000000004	0.054000000000000006	37.0	158.0	0.9932	3.21	0.52
6.7	0.26	0.39	1.1	9.6	8	214.9835	0.04	45.0	147.0	0.9935	3.32	0.58
6.3	0.35	0.3	5.7	11.0	7	133.35769999999997	0.035	8.0	97.0	0.9927	3.27	0.41
6.3	0.35	0.3	5.7	11.0	7	133.35769999999997	0.035	8.0	97.0	0.9927	3.27	0.41
6.4	0.23	0.39	1.8	11.8	6	166.4632	0.032	23.0	118.0	0.9912	3.32	0.5
5.8	0.36	0.38	0.9	11.4	4	101.48740000000001	0.037000000000000005	3.0	75.0	0.9904	3.28	0.34
6.9	0.115	0.35	5.4	10.2	6	171.74689999999995	0.048	36.0	108.0	0.9939	3.32	0.42
6.9	0.29	0.4	19.45	8.9	5	232.3826	0.043	36.0	156.0	0.9996	2.93	0.47
6.9	0.28	0.4	8.2	10.2	5	140.5104	0.036000000000000004	15.0	95.0	0.9944	3.17	0.33
7.2	0.29	0.4	13.6	9.6	6	332.8027	0.045	66.0	231.0	0.9977	3.08	0.59
6.2	0.24	0.35	1.2	10.6	6	212.1992	0.038	22.0	167.0	0.9912	3.1	0.48
6.9	0.29	0.4	19.45	8.9	5	232.3826	0.043	36.0	156.0	0.9996	2.93	0.47
6.9	0.32	0.26	8.3	9.2	6	241.78949999999998	0.053	32.0	180.0	0.9965	3.25	0.51
5.3	0.58	0.07	6.9	9.7	5	210.4974	0.043	34.0	149.0	0.9944	3.34	0.57
5.3	0.585	0.07	7.1	9.7	6	206.7035	0.044000000000000004	34.0	145.0	0.9945	3.34	0.57
5.4	0.59	0.07	7.0	9.7	6	210.7094	0.045	36.0	147.0	0.9944	3.34	0.57
6.9	0.32	0.26	8.3	9.2	6	241.78949999999998	0.053	32.0	180.0	0.9965	3.25	0.51
5.2	0.6	0.07	7.0	9.7	5	207.51840000000004	0.044000000000000004	33.0	147.0	0.9944	3.33	0.58
5.8	0.25	0.26	13.1	9.3	5	225.4282	0.051	44.0	148.0	0.9972	3.29	0.38
6.6	0.58	0.3	5.1	9.0	5	179.25189999999998	0.057	30.0	123.0	0.9949	3.24	0.38
7.0	0.29	0.54	10.7	9.5	5	325.7326	0.046	59.0	234.0	0.9966	3.05	0.61
6.6	0.19	0.41	8.9	9.8	6	250.65139999999997	0.046	51.0	169.0	0.9954	3.14	0.57
6.7	0.2	0.41	9.1	9.8	6	246.9694	0.044000000000000004	50.0	166.0	0.9954	3.14	0.58
7.7	0.26	0.4	1.1	10.6	5	93.4835	0.042	9.0	60.0	0.9915	2.89	0.5
6.8	0.32	0.34	1.2	10.6	4	104.81589999999998	0.044000000000000004	14.0	67.0	0.9919	3.05	0.47
7.0	0.3	0.49	4.7	12.4	7	151.85760000000002	0.036000000000000004	17.0	105.0	0.9916	3.26	0.68
7.0	0.24	0.36	2.8	12.6	8	161.594	0.034	22.0	112.0	0.99	3.19	0.38
6.1	0.31	0.58	5.0	12.3	8	179.21990000000002	0.039	36.0	114.0	0.9909	3.3	0.6
6.8	0.44	0.37	5.1	10.5	4	274.98079999999993	0.047	46.0	201.0	0.9938	3.08	0.65
6.7	0.34	0.3	15.6	9.3	5	283.97220000000004	0.054000000000000006	51.0	196.0	0.9982	3.19	0.49
7.1	0.35	0.24	15.4	8.8	5	280.5538	0.055	46.0	198.0	0.9988	3.12	0.49
7.3	0.32	0.25	7.2	8.8	5	255.4721	0.055999999999999994	47.0	180.0	0.9961	3.08	0.47
6.5	0.28	0.33	15.7	9.7	6	278.2908	0.053	51.0	190.0	0.9978	3.22	0.51
7.2	0.23	0.39	14.2	9.0	7	276.5359	0.057999999999999996	49.0	192.0	0.9979	2.98	0.48
7.2	0.23	0.39	14.2	9.0	7	276.5359	0.057999999999999996	49.0	192.0	0.9979	2.98	0.48
7.2	0.23	0.39	14.2	9.0	7	276.5359	0.057999999999999996	49.0	192.0	0.9979	2.98	0.48
7.2	0.23	0.39	14.2	9.0	7	276.5359	0.057999999999999996	49.0	192.0	0.9979	2.98	0.48
5.9	0.15	0.31	5.8	10.5	6	235.6755	0.040999999999999995	53.0	155.0	0.9945	3.52	0.46
7.4	0.28	0.42	19.8	9.1	5	289.466	0.066	53.0	195.0	1.0	2.96	0.44
6.2	0.28	0.22	7.3	9.8	7	211.9167	0.040999999999999995	26.0	157.0	0.9957	3.44	0.64
9.1	0.59	0.38	1.6	8.5	3	240.84279999999998	0.066	34.0	182.0	0.9968	3.23	0.38
6.3	0.33	0.27	1.2	9.4	6	231.4494	0.046	34.0	175.0	0.9934	3.37	0.54
8.3	0.39	0.7	10.6	9.4	5	236.0926	0.045	33.0	169.0	0.9976	3.09	0.57
7.2	0.19	0.46	3.8	11.2	7	296.6742	0.040999999999999995	82.0	187.0	0.9932	3.19	0.6
7.5	0.17	0.44	11.3	10.0	6	245.07299999999998	0.046	65.0	146.0	0.997	3.17	0.45
6.7	0.17	0.5	2.1	10.3	6	173.4053	0.043	27.0	122.0	0.9923	3.15	0.45
6.1	0.41	0.0	1.6	10.8	6	146.9044	0.063	36.0	87.0	0.9914	3.27	0.67
8.3	0.2	0.35	0.9	10.5	6	110.80199999999999	0.05	12.0	74.0	0.992	3.13	0.38
6.1	0.41	0.0	1.6	10.8	6	146.9044	0.063	36.0	87.0	0.9914	3.27	0.67
6.0	0.29	0.21	1.3	11.1	6	233.6964	0.055	42.0	168.0	0.9914	3.32	0.43
7.3	0.41	0.24	6.8	9.9	6	233.31189999999998	0.057	41.0	163.0	0.9949	3.2	0.41
7.3	0.41	0.24	6.8	9.9	6	233.31189999999998	0.057	41.0	163.0	0.9949	3.2	0.41
7.2	0.43	0.24	6.7	9.9	5	232.13299999999998	0.057999999999999996	40.0	163.0	0.995	3.2	0.41
7.3	0.4	0.24	6.7	9.9	6	236.20299999999997	0.057999999999999996	41.0	166.0	0.995	3.2	0.41
6.2	0.33	0.27	4.9	10.4	7	190.74869999999999	0.036000000000000004	30.0	134.0	0.9927	3.2	0.42
6.2	0.31	0.26	4.8	10.4	6	210.6198	0.037000000000000005	36.0	148.0	0.9928	3.21	0.41
6.1	0.36	0.27	2.1	11.5	7	141.4667	0.035	16.0	100.0	0.9917	3.4	0.71
5.0	0.55	0.14	8.3	12.5	8	230.5538	0.032	35.0	164.0	0.9918	3.53	0.51
7.8	0.25	0.41	3.7	10.0	6	213.0074	0.042	37.0	149.0	0.9954	3.36	0.45
5.7	0.36	0.21	6.7	10.0	6	244.9221	0.038	51.0	166.0	0.9941	3.29	0.63
5.8	0.34	0.21	6.6	10.0	5	244.89409999999998	0.04	50.0	167.0	0.9941	3.29	0.62
6.8	0.28	0.6	1.1	9.1	6	191.53539999999998	0.132	42.0	127.0	0.9934	3.09	0.44
6.8	0.25	0.34	4.7	10.6	6	195.30370000000002	0.031	34.0	134.0	0.9927	3.21	0.38
6.6	0.24	0.35	7.7	10.5	5	200.97480000000002	0.031	36.0	135.0	0.9938	3.19	0.37
5.9	0.3	0.47	7.85	11.5	7	182.99330000000003	0.03	19.0	133.0	0.9933	3.52	0.43
6.1	0.125	0.25	3.3	10.1	6	104.03840000000001	0.04	10.0	69.0	0.9934	3.54	0.59
6.0	0.1	0.24	1.1	10.3	7	102.99369999999999	0.040999999999999995	15.0	65.0	0.9927	3.61	0.61
6.6	0.24	0.35	7.7	10.5	5	200.97480000000002	0.031	36.0	135.0	0.9938	3.19	0.37
6.8	0.25	0.34	4.7	10.6	6	195.30370000000002	0.031	34.0	134.0	0.9927	3.21	0.38
6.8	0.28	0.44	9.3	10.4	6	203.7656	0.031	35.0	137.0	0.9946	3.16	0.36
8.3	0.41	0.51	2.0	11.4	5	245.229	0.046	11.0	207.0	0.993	3.02	0.55
7.5	0.27	0.31	5.8	10.5	5	473.2016	0.057	131.0	313.0	0.9946	3.18	0.59
7.9	0.26	0.41	15.15	10.0	6	292.3176	0.04	38.0	216.0	0.9976	2.96	0.6
6.4	0.34	0.23	6.3	10.0	6	208.14340000000004	0.039	37.0	143.0	0.9944	3.19	0.65
6.5	0.28	0.35	15.4	9.6	6	286.8998	0.042	55.0	195.0	0.9978	3.23	0.5
7.2	0.21	0.41	1.3	10.4	5	142.22799999999998	0.036000000000000004	33.0	85.0	0.992	3.17	0.51
6.4	0.32	0.35	4.8	12.5	8	164.35120000000003	0.03	34.0	101.0	0.9912	3.36	0.6
6.8	0.24	0.34	4.6	10.6	5	199.19469999999995	0.032	37.0	135.0	0.9927	3.2	0.39
6.3	0.23	0.3	1.8	11.8	6	132.1336	0.033	16.0	91.0	0.9906	3.28	0.4
6.5	0.28	0.34	9.9	9.8	5	194.40340000000003	0.038	30.0	133.0	0.9954	3.11	0.44
5.6	0.26	0.26	5.7	10.8	5	119.27329999999999	0.031	12.0	80.0	0.9923	3.25	0.38
6.3	0.23	0.3	1.8	11.8	6	132.1336	0.033	16.0	91.0	0.9906	3.28	0.4
6.3	0.23	0.33	1.5	11.2	6	144.32699999999997	0.036000000000000004	15.0	105.0	0.991	3.32	0.42
5.8	0.27	0.27	12.3	9.3	6	257.68219999999997	0.045	55.0	170.0	0.9972	3.28	0.42
5.9	0.26	0.4	1.3	10.4	5	174.2815	0.047	12.0	139.0	0.9945	3.45	0.53
6.6	0.18	0.35	1.5	10.2	7	214.1524	0.049	49.0	141.0	0.9934	3.43	0.85
7.4	0.2	0.43	7.8	9.0	7	209.61140000000003	0.045	27.0	153.0	0.9964	3.19	0.55
8.0	0.24	0.36	1.5	10.0	6	170.88179999999997	0.047	17.0	129.0	0.9948	3.2	0.54
6.4	0.26	0.42	9.7	9.1	6	200.5702	0.044000000000000004	30.0	140.0	0.9962	3.18	0.47
5.4	0.31	0.47	3.0	10.0	5	214.27609999999999	0.053	46.0	144.0	0.9931	3.29	0.76
5.4	0.29	0.47	3.0	10.0	6	216.24499999999998	0.052000000000000005	47.0	145.0	0.993	3.29	0.75
7.1	0.145	0.33	4.6	9.6	6	190.4992	0.05	33.0	131.0	0.9942	3.28	0.4
5.6	0.34	0.1	1.3	11.2	7	111.43160000000002	0.031	20.0	68.0	0.9906	3.36	0.51
6.7	0.19	0.41	15.6	8.8	6	266.3955	0.055999999999999994	75.0	155.0	0.9995	3.2	0.44
7.8	0.18	0.46	13.6	10.0	6	192.74	0.052000000000000005	38.0	118.0	0.998	3.15	0.5
7.6	0.17	0.45	11.2	10.0	5	227.091	0.054000000000000006	56.0	137.0	0.997	3.15	0.47
6.3	0.12	0.36	2.1	11.4	7	218.3254	0.044000000000000004	47.0	146.0	0.9914	3.27	0.74
7.3	0.33	0.4	6.85	11.9	7	201.14	0.038	32.0	138.0	0.992	3.03	0.3
5.5	0.335	0.3	2.5	9.6	6	177.94839999999996	0.071	27.0	128.0	0.9924	3.14	0.51
7.3	0.33	0.4	6.85	11.9	7	201.14	0.038	32.0	138.0	0.992	3.03	0.3
5.8	0.4	0.42	4.4	9.6	6	308.9807	0.047	38.5	245.0	0.9937	3.25	0.57
7.3	0.22	0.37	14.3	9.0	6	274.5208	0.063	48.0	191.0	0.9978	2.89	0.38
7.3	0.22	0.37	14.3	9.0	6	274.5208	0.063	48.0	191.0	0.9978	2.89	0.38
6.1	0.36	0.33	1.1	9.5	6	215.36270000000002	0.05	24.0	169.0	0.9927	3.15	0.78
10.0	0.2	0.39	1.4	10.4	6	197.854	0.05	19.0	152.0	0.9940000000000001	3.0	0.42
6.9	0.24	0.34	4.7	10.6	6	231.6035	0.04	43.0	161.0	0.9935	3.2	0.59
6.4	0.24	0.32	14.9	10.2	6	252.88379999999998	0.047	54.0	162.0	0.9968	3.28	0.5
7.1	0.365	0.14	1.2	8.9	5	130.33410000000003	0.055	24.0	84.0	0.9941	3.15	0.43
6.8	0.15	0.3	5.3	9.7	6	194.08419999999998	0.05	40.0	127.0	0.9942	3.4	0.39
7.3	0.22	0.37	14.3	9.0	6	274.5208	0.063	48.0	191.0	0.9978	2.89	0.38
6.8	0.16	0.4	2.3	11.4	7	145.9993	0.037000000000000005	18.0	102.0	0.9923	3.49	0.42
6.0	0.26	0.32	3.5	12.3	7	169.50920000000005	0.027999999999999997	29.0	113.0	0.9912	3.4	0.71
6.0	0.18	0.27	1.5	10.8	6	206.9413	0.08900000000000001	40.0	143.0	0.9923	3.49	0.62
6.9	0.33	0.21	1.0	9.4	6	209.4557	0.053	39.0	148.0	0.9927	3.12	0.45
7.7	0.29	0.48	2.3	10.6	6	240.22209999999998	0.049	36.0	178.0	0.9931	3.17	0.64
7.1	0.39	0.35	12.5	11.6	5	134.43810000000002	0.044000000000000004	26.0	72.0	0.9941	3.17	0.29
6.9	0.33	0.21	1.0	9.4	6	209.4557	0.053	39.0	148.0	0.9927	3.12	0.45
7.7	0.29	0.48	2.3	10.6	6	240.22209999999998	0.049	36.0	178.0	0.9931	3.17	0.64
6.6	0.905	0.19	0.8	10.0	5	244.43640000000002	0.048	17.0	204.0	0.9934	3.34	0.56
7.2	0.27	0.27	2.4	9.2	6	202.99159999999998	0.048	30.0	149.0	0.9936	3.1	0.51
5.1	0.33	0.22	1.6	12.5	7	131.6563	0.027000000000000003	18.0	89.0	0.9893	3.51	0.38
5.1	0.33	0.22	1.6	12.5	7	131.6563	0.027000000000000003	18.0	89.0	0.9893	3.51	0.38
6.4	0.31	0.28	1.5	10.4	7	154.7489	0.037000000000000005	12.0	119.0	0.9919	3.32	0.51
7.3	0.2	0.44	1.4	10.0	7	142.9874	0.045	21.0	98.0	0.9924	3.15	0.46
5.7	0.32	0.5	2.6	10.0	6	196.0217	0.049	17.0	155.0	0.9927	3.22	0.64
6.4	0.31	0.28	1.5	10.4	7	154.7489	0.037000000000000005	12.0	119.0	0.9919	3.32	0.51
7.3	0.2	0.44	1.4	10.0	7	142.9874	0.045	21.0	98.0	0.9924	3.15	0.46
7.2	0.28	0.26	12.5	9.0	6	260.9035	0.046	48.0	179.0	0.9975	3.1	0.52
7.5	0.35	0.28	9.6	9.2	6	214.62789999999998	0.051	26.0	157.0	0.9969	3.12	0.53
7.2	0.27	0.27	2.4	9.2	6	202.99159999999998	0.048	30.0	149.0	0.9936	3.1	0.51
6.0	0.36	0.39	3.2	11.3	7	171.03799999999998	0.027000000000000003	20.0	125.0	0.991	3.38	0.39
5.1	0.33	0.22	1.6	12.5	7	131.6563	0.027000000000000003	18.0	89.0	0.9893	3.51	0.38
5.0	0.17	0.56	1.5	10.8	7	161.9166	0.026000000000000002	24.0	115.0	0.9906	3.48	0.39
6.3	0.39	0.35	5.9	10.1	5	370.3541000000001	0.04	82.5	260.0	0.9941	3.12	0.66
6.7	0.21	0.32	5.4	9.7	6	196.22199999999998	0.047	29.0	140.0	0.995	3.39	0.46
7.0	0.3	0.38	14.9	9.3	7	277.7003	0.032	60.0	181.0	0.9983	3.18	0.61
7.0	0.3	0.38	14.9	9.3	7	277.7003	0.032	60.0	181.0	0.9983	3.18	0.61
6.5	0.36	0.32	1.1	10.6	5	102.4626	0.031	13.0	66.0	0.9916	3.1	0.46
6.1	0.55	0.15	9.8	10.2	6	175.6567	0.031	19.0	125.0	0.9957	3.36	0.47
7.3	0.24	0.43	2.0	12.2	6	115.821	0.021	20.0	69.0	0.99	3.08	0.56
6.8	0.37	0.51	11.8	8.8	5	257.9516	0.044000000000000004	62.0	163.0	0.9976	3.19	0.44
6.8	0.27	0.12	1.3	10.0	5	278.112	0.04	87.0	168.0	0.992	3.18	0.41
8.2	0.28	0.42	1.8	11.4	5	149.60269999999997	0.031	30.0	93.0	0.9917	3.09	0.39
6.3	0.2	0.4	1.5	11.4	6	166.7887	0.037000000000000005	35.0	107.0	0.9917	3.46	0.5
5.9	0.26	0.27	18.2	9.4	5	258.8673	0.048	52.0	168.0	0.9993	3.35	0.44
6.4	0.19	0.42	2.9	11.7	6	141.34279999999998	0.032	32.0	83.0	0.9908	3.3	0.41
6.3	0.2	0.4	1.5	11.4	6	166.7887	0.037000000000000005	35.0	107.0	0.9917	3.46	0.5
6.8	0.37	0.51	11.8	8.8	5	257.9516	0.044000000000000004	62.0	163.0	0.9976	3.19	0.44
6.1	0.35	0.07	1.4	9.2	5	151.93239999999997	0.069	22.0	108.0	0.9934	3.23	0.52
7.1	0.27	0.31	18.2	8.7	5	346.256	0.046	55.0	252.0	1.0	3.07	0.56
6.8	0.22	0.31	6.3	12.6	6	234.1568	0.035	33.0	170.0	0.9918	3.24	0.66
6.8	0.27	0.12	1.3	10.0	5	278.112	0.04	87.0	168.0	0.992	3.18	0.41
5.8	0.28	0.34	4.0	12.8	7	167.02059999999997	0.031	40.0	99.0	0.9896	3.39	0.39
6.9	0.49	0.24	1.2	9.4	5	160.9522	0.049	13.0	125.0	0.9932	3.17	0.51
6.3	0.14	0.39	1.2	10.3	6	165.156	0.044000000000000004	26.0	116.0	0.992	3.26	0.53
8.2	0.28	0.42	1.8	11.4	5	149.60269999999997	0.031	30.0	93.0	0.9917	3.09	0.39
7.2	0.25	0.39	18.95	9.0	6	237.26789999999997	0.038	42.0	155.0	0.9999	2.97	0.47
7.3	0.28	0.36	12.7	9.6	6	213.368	0.04	38.0	140.0	0.998	3.3	0.79
7.2	0.19	0.39	1.2	10.5	5	141.1678	0.036000000000000004	32.0	85.0	0.9918	3.16	0.5
7.2	0.19	0.39	1.2	10.5	5	141.1678	0.036000000000000004	32.0	85.0	0.9918	3.16	0.5
7.2	0.25	0.39	18.95	9.0	6	237.26789999999997	0.038	42.0	155.0	0.9999	2.97	0.47
7.3	0.28	0.36	12.7	9.6	6	213.368	0.04	38.0	140.0	0.998	3.3	0.79
7.4	0.21	0.27	1.2	9.8	6	149.43370000000002	0.040999999999999995	27.0	99.0	0.9927	3.19	0.33
6.8	0.26	0.22	7.7	9.0	5	295.5929000000001	0.047	57.0	210.0	0.9959	3.1	0.47
7.4	0.21	0.27	1.2	9.8	6	149.43370000000002	0.040999999999999995	27.0	99.0	0.9927	3.19	0.33
7.4	0.31	0.28	1.6	10.5	6	195.00289999999998	0.05	33.0	137.0	0.9929	3.31	0.56
7.0	0.22	0.31	2.7	12.7	7	204.47979999999998	0.03	41.0	136.0	0.9898	3.16	0.37
7.0	0.21	0.28	8.7	10.4	6	290.4204	0.045	37.0	222.0	0.9954	3.25	0.54
7.0	0.21	0.28	8.6	10.4	6	289.32039999999995	0.045	37.0	221.0	0.9954	3.25	0.54
7.0	0.21	0.28	8.6	10.4	6	289.32039999999995	0.045	37.0	221.0	0.9954	3.25	0.54
6.9	0.23	0.38	8.3	10.5	7	240.2124	0.047	47.0	162.0	0.9954	3.34	0.52
7.0	0.21	0.28	8.7	10.4	6	290.4204	0.045	37.0	222.0	0.9954	3.25	0.54
7.0	0.21	0.28	8.6	10.4	6	289.32039999999995	0.045	37.0	221.0	0.9954	3.25	0.54
6.8	0.29	0.5	13.3	9.4	5	276.88039999999995	0.053	48.0	194.0	0.9974	3.09	0.45
7.8	0.21	0.27	1.2	9.1	5	132.1446	0.051	20.0	89.0	0.9936	3.06	0.46
7.1	0.31	0.47	13.6	9.3	5	286.4238000000001	0.055999999999999994	54.0	197.0	0.9978	3.1	0.49
6.8	0.29	0.5	13.3	9.4	5	276.88039999999995	0.053	48.0	194.0	0.9974	3.09	0.45
6.4	0.34	0.1	1.1	9.8	5	125.37069999999999	0.048	19.0	84.0	0.9927	3.21	0.38
7.4	0.155	0.34	2.3	9.9	7	312.4234	0.045	73.5	214.0	0.9934	3.18	0.61
7.2	0.55	0.09	1.5	9.2	4	190.28179999999998	0.10800000000000001	16.0	151.0	0.9938	3.07	0.57
7.0	0.23	0.36	7.1	12.1	8	166.63019999999997	0.027999999999999997	31.0	104.0	0.9922	3.35	0.47
6.9	0.2	0.37	6.2	12.2	7	151.75900000000001	0.027000000000000003	24.0	97.0	0.992	3.38	0.49
6.1	0.28	0.32	2.5	9.8	5	265.4055	0.042	23.0	218.5	0.9935	3.27	0.6
6.6	0.16	0.32	1.4	12.4	8	260.89559999999994	0.035	49.0	186.0	0.9906	3.35	0.64
7.4	0.155	0.34	2.3	9.9	7	312.4234	0.045	73.5	214.0	0.9934	3.18	0.61
6.2	0.35	0.04	1.2	9.2	5	152.84339999999995	0.06	23.0	108.0	0.9934	3.26	0.54
6.7	0.22	0.37	1.6	11.6	7	151.38929999999996	0.027999999999999997	24.0	102.0	0.9913	3.29	0.59
6.1	0.38	0.2	6.6	10.4	6	190.6968	0.033	25.0	137.0	0.9938	3.3	0.69
6.0	0.25	0.28	2.2	12.9	8	206.72580000000002	0.026000000000000002	54.0	126.0	0.9898	3.43	0.65
6.6	0.52	0.44	12.2	9.3	6	332.9055	0.048	54.0	245.0	0.9975	3.26	0.54
6.9	0.24	0.36	20.8	11.0	6	222.85850000000002	0.031	40.0	139.0	0.9975	3.2	0.33
7.1	0.32	0.32	11.0	11.5	3	116.91170000000001	0.038	16.0	66.0	0.9937	3.24	0.4
5.8	0.28	0.27	2.6	12.4	5	212.34539999999998	0.054000000000000006	30.0	156.0	0.9914	3.53	0.42
6.5	0.41	0.24	14.0	9.8	6	172.96620000000001	0.048	24.0	113.0	0.9982	3.44	0.53
6.5	0.41	0.24	14.0	9.8	6	172.96620000000001	0.048	24.0	113.0	0.9982	3.44	0.53
6.4	0.28	0.29	1.6	10.5	7	185.1549	0.052000000000000005	34.0	127.0	0.9929	3.48	0.56
7.2	0.6	0.2	9.9	9.1	5	226.63709999999998	0.07	21.0	174.0	0.9971	3.03	0.54
6.1	0.2	0.25	1.2	10.1	5	184.5601	0.038	34.0	128.0	0.9921	3.24	0.44
5.9	0.46	0.14	2.7	10.6	7	211.80509999999998	0.042	27.0	160.0	0.9931	3.46	0.51
6.0	0.27	0.27	1.6	10.5	7	168.5984	0.046	32.0	113.0	0.9924	3.41	0.51
6.4	0.28	0.29	1.6	10.5	7	185.1549	0.052000000000000005	34.0	127.0	0.9929	3.48	0.56
6.4	0.41	0.24	14.0	9.8	6	172.86620000000002	0.048	24.0	113.0	0.9982	3.44	0.53
6.3	0.23	0.31	1.5	12.9	7	118.95120000000001	0.022000000000000002	11.0	82.0	0.9892	3.3	0.4
7.1	0.21	0.27	8.6	9.5	5	167.2016	0.055999999999999994	26.0	111.0	0.9956	2.95	0.52
6.0	0.37	0.32	1.0	9.8	6	272.0454000000001	0.053	31.0	218.5	0.9924	3.29	0.72
6.1	0.43	0.35	9.1	8.5	5	361.40610000000004	0.059000000000000004	83.0	249.0	0.9971	3.37	0.5
7.1	0.21	0.27	8.6	9.5	5	167.2016	0.055999999999999994	26.0	111.0	0.9956	2.95	0.52
7.0	0.25	0.29	15.2	9.3	5	247.7552	0.047	40.0	171.0	0.9982	3.22	0.45
5.9	0.25	0.19	12.4	9.5	5	245.0143	0.047	50.0	162.0	0.9973	3.35	0.38
6.8	0.32	0.21	2.2	9.4	6	106.52720000000001	0.044000000000000004	15.0	68.0	0.9932	3.17	0.39
7.2	0.39	0.62	11.0	8.7	5	276.6146	0.047	66.0	178.0	0.9976	3.16	0.5
6.3	0.21	0.58	10.0	8.9	5	190.4772	0.081	34.0	126.0	0.9962	2.95	0.46
7.0	0.14	0.32	9.0	9.4	6	225.54460000000003	0.039	54.0	141.0	0.9956	3.22	0.43
6.8	0.32	0.21	2.2	9.4	6	106.52720000000001	0.044000000000000004	15.0	68.0	0.9932	3.17	0.39
7.2	0.39	0.62	11.0	8.7	5	276.6146	0.047	66.0	178.0	0.9976	3.16	0.5
7.2	0.29	0.53	18.15	9.6	5	281.4262	0.047	59.0	182.0	0.9992	3.09	0.52
8.6	0.37	0.7	12.15	9.3	6	214.8873	0.039	21.0	158.0	0.9983	3.0	0.73
6.5	0.38	0.34	3.4	10.0	5	259.5497	0.036000000000000004	34.0	200.0	0.9937	3.14	0.76
6.6	0.24	0.29	2.0	12.5	6	131.343	0.023	19.0	86.0	0.99	3.25	0.45
7.0	0.17	0.31	4.8	9.6	7	192.7484	0.034	34.0	132.0	0.9944	3.36	0.48
5.5	0.16	0.22	4.5	9.4	6	156.40380000000002	0.03	30.0	102.0	0.9938	3.24	0.36
7.0	0.24	0.51	11.0	9.5	5	314.9155	0.028999999999999998	55.0	227.0	0.9965	3.03	0.61
7.4	0.28	0.36	1.1	12.4	7	172.93730000000002	0.027999999999999997	42.0	105.0	0.9893	2.99	0.39
7.0	0.22	0.28	1.5	10.5	6	168.18970000000002	0.037000000000000005	29.0	115.0	0.9927	3.11	0.55
7.1	0.55	0.13	1.7	9.2	6	209.297	0.073	21.0	165.0	0.9940000000000001	2.97	0.58
6.3	0.22	0.33	1.7	10.4	6	254.8638	0.040999999999999995	67.0	164.0	0.9928	3.32	0.56
6.7	0.47	0.34	8.9	9.2	5	233.46939999999998	0.043	31.0	172.0	0.9964	3.22	0.6
5.9	0.36	0.41	1.3	10.6	6	172.4487	0.047	45.0	104.0	0.9917	3.33	0.51
5.8	0.25	0.24	13.3	9.5	5	211.8912	0.044000000000000004	41.0	137.0	0.9972	3.34	0.42
6.7	0.47	0.34	8.9	9.2	5	233.46939999999998	0.043	31.0	172.0	0.9964	3.22	0.6
6.2	0.37	0.3	6.6	9.6	5	307.2814000000001	0.34600000000000003	79.0	200.0	0.9954	3.29	0.58
6.2	0.18	0.38	1.5	9.7	6	175.99099999999996	0.027999999999999997	36.0	117.0	0.993	3.47	0.54
6.0	0.16	0.37	1.5	9.7	6	182.71779999999998	0.025	43.0	117.0	0.9928	3.46	0.51
6.6	0.34	0.28	1.3	10.7	6	145.76659999999998	0.035	32.0	90.0	0.9916	3.1	0.42
7.4	0.29	0.29	1.6	10.5	6	258.1386	0.045	53.0	180.0	0.9936	3.34	0.68
7.4	0.26	0.31	7.6	8.9	6	258.09319999999997	0.047	52.0	177.0	0.9962	3.13	0.45
7.0	0.28	0.36	1.0	12.1	6	103.3149	0.035	8.0	70.0	0.9899	3.09	0.46
7.1	0.23	0.39	1.6	12.7	7	103.69180000000001	0.032	12.0	65.0	0.9898	3.25	0.4
7.8	0.19	0.26	8.9	9.9	6	255.72500000000005	0.039	42.0	182.0	0.996	3.18	0.46
6.3	0.19	0.28	1.8	11.4	6	210.82269999999997	0.022000000000000002	28.0	158.0	0.9907	3.2	0.64
6.8	0.2	0.38	4.7	10.7	6	157.764	0.04	27.0	103.0	0.9940000000000001	3.37	0.58
5.7	0.44	0.13	7.0	12.5	6	231.5963	0.025	28.0	173.0	0.9913	3.33	0.48
7.2	0.4	0.62	10.8	8.6	4	291.2286	0.040999999999999995	70.0	189.0	0.9976	3.08	0.49
6.8	0.23	0.32	1.6	12.5	6	216.29639999999998	0.026000000000000002	43.0	147.0	0.9904	3.29	0.54
5.7	0.335	0.34	1.0	10.0	5	209.337	0.04	13.0	174.0	0.992	3.27	0.66
7.2	0.4	0.62	10.8	8.6	4	291.2286	0.040999999999999995	70.0	189.0	0.9976	3.08	0.49
7.2	0.28	0.54	16.7	9.5	6	292.834	0.045	54.0	200.0	0.9990000000000001	3.08	0.49
6.8	0.19	0.58	14.2	9.6	6	251.0055	0.038	51.0	164.0	0.9975	3.12	0.48
6.4	0.3	0.3	2.25	9.9	6	242.0017	0.038	8.0	210.0	0.9937	3.2	0.62
6.5	0.3	0.29	2.25	9.9	5	242.0807	0.037000000000000005	8.0	210.0	0.9937	3.19	0.62
7.8	0.18	0.31	12.2	8.9	6	220.031	0.053	46.0	140.0	0.998	3.06	0.53
7.8	0.18	0.31	12.2	8.9	6	220.031	0.053	46.0	140.0	0.998	3.06	0.53
